Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross
2164,1986-11-26,Star Trek IV: The Voyage Home,24000000,133000000,109713132
3126,1986-12-12,The Golden Child,12000000,79817937,79817937
1779,1986-12-19,Little Shop of Horrors,30000000,38747385,38747385
3829,1986-12-19,Platoon,6000000,137963328,137963328
4559,1986-12-31,Witchboard,2000000,7369373,7369373
4461,1987-01-01,Maurice,2600000,3147950,3147950
5145,1987-01-01,American Ninja 2: The Confrontation,350000,4000000,4000000
5298,1987-01-03,Hollywood Shuffle,100000,5228617,5228617
3423,1987-01-05,Malone,10000000,3000000,3000000
4272,1987-01-05,Creepshow 2,3500000,14000000,14000000
2751,1987-01-30,Radio Days,16000000,14792779,14792779
3965,1987-02-27,A Nightmare On Elm Street 3: Dream Warriors,5000000,44793222,44793222
2026,1987-03-06,The Untouchables,25000000,76270454,76270454
4282,1987-03-13,Evil Dead II,3500000,5923044,5923044
4209,1987-03-31,The Barbarians,4000000,800000,800000
4827,1987-04-09,The Offspring,1100000,1355728,1355728
1400,1987-05-15,Ishtar,40000000,14375181,14375181
2310,1987-05-20,Beverly Hills Cop II,20000000,276665036,153665036
2806,1987-06-03,Lethal Weapon,15000000,120192350,65192350
1877,1987-06-11,Cry Freedom,29000000,25899797,5899797
4523,1987-06-19,The Brave Little Toaster,2300000,0,0
2227,1987-06-24,Spaceballs,22700000,38119483,38119483
2213,1987-07-17,Jaws 4: The Revenge,23000000,15728335,15728335
3040,1987-07-17,RoboCop,13000000,53424681,53424681
2697,1987-07-24,Superman IV: The Quest for Peace,17000000,11227824,11227824
3803,1987-07-24,La Bamba,6500000,54215416,54215416
1337,1987-07-31,The Living Daylights,40000000,191200000,51185000
3572,1987-07-31,The Lost Boys,8500000,32222567,32222567
4649,1987-08-05,River's Edge,1900000,4600000,4600000
2959,1987-09-18,Fatal Attraction,14000000,320100000,156645693
4850,1987-09-18,Hellraiser,1000000,14564000,14564000
2839,1987-09-25,The Princess Bride,15000000,30857000,30857000
2717,1987-11-12,Wall Street,16500000,43848100,43848100
1783,1987-11-13,The Running Man,30000000,38122000,38122000
2050,1987-11-20,The Last Emperor,25000000,43988888,43984987
4364,1987-11-20,Teen Wolf Too,3000000,7888000,7888000
2791,1987-11-25,3 Men and a Baby,15000000,167780960,167780960
2576,1987-12-06,Predator,18000000,98267558,59735548
3031,1987-12-23,Good Morning Vietnam,13000000,123922370,123922370
2100,1988-01-04,"Bright Lights, Big City",25000000,16118077,16118077
3994,1988-01-10,Halloween 4: The Return of Michael Myers,5000000,17768757,17768757
4200,1988-01-12,Talk Radio,4000000,3468572,3468572
3825,1988-01-15,Return of the Living Dead Part II,6200000,9205924,9205924
4711,1988-02-26,Bloodsport,1500000,11806119,11806119
2567,1988-03-06,Big,18000000,151668774,114968774
2801,1988-03-30,Beetle Juice,15000000,73326666,73326666
4215,1988-04-03,Prison,4000000,354704,354704
4179,1988-04-11,They Live,4000000,13000000,13000000
4102,1988-04-22,Lady in White,4700000,1705139,1705139
4445,1988-05-13,Friday the 13th Part VII: The New Blood,2800000,19170001,19170001
884,1988-05-25,Rambo III,58000000,188715611,53715611
2962,1988-05-25,Crocodile Dundee 2,14000000,239606210,109306210
638,1988-06-22,Who Framed Roger Rabbit?,70000000,351500000,154112492
1885,1988-07-15,Die Hard,28000000,139109346,81350242
1781,1988-07-20,Midnight Run,30000000,81613606,38413606
4366,1988-08-07,Phantasm II,3000000,7282851,7282851
3041,1988-08-19,A Nightmare on Elm Street 4: The Dream Master,13000000,49369899,49369899
3519,1988-09-11,Child's Play,9000000,44196684,33244684
2755,1988-09-12,My Stepmother Is an Alien,16000000,13854000,13854000
2795,1988-09-12,Twins,15000000,216600000,111936388
3497,1988-10-06,Poltergeist III,9500000,14114000,14114000
3851,1988-10-21,Mystic Pizza,6000000,12793213,12793213
3119,1988-11-18,The Land Before Time,12300000,81972846,48092846
1667,1988-11-23,Scrooged,32000000,59450353,59450353
3727,1988-12-02,Action Jackson,7000000,20257000,20257000
3849,1988-12-02,School Daze,6000000,14545844,14545844
3045,1988-12-08,Young Guns,13000000,44726644,44726644
3743,1988-12-08,The Last Temptation of Christ,7000000,8373585,8373585
2008,1988-12-16,Rain Man,25000000,412800000,172825435
2974,1988-12-21,Dangerous Liaisons,14000000,34700000,34700000
2886,1989-01-03,New York Stories,15000000,10763469,10763469
2724,1989-02-06,Dead Poets Society,16400000,239500000,95860116
3319,1989-02-17,Bill & Ted's Excellent Adventure,10000000,40485039,40485039
2622,1989-03-22,Troop Beverly Hills,18000000,7190505,7190505
4793,1989-04-08,"Sex, Lies, and Videotape",1200000,36741667,24741667
3235,1989-04-21,Pet Sematary,11500000,57469179,57469179
3340,1989-05-19,Road House,10000000,30050028,30050028
1124,1989-05-24,Indiana Jones and the Last Crusade,48000000,474171806,197171806
1510,1989-06-23,Batman,35000000,411348924,251188924
3839,1989-06-30,Do the Right Thing,6000000,26004026,26004026
3248,1989-07-04,Major League,11000000,49793054,49793054
1260,1989-07-14,Licence to Kill,42000000,156167015,34667015
2726,1989-07-14,When Harry Met Sally…,16000000,92961960,92823546
4028,1989-07-21,UHF,5000000,6157157,6157157
4002,1989-07-28,Friday the 13th Part VIII: Jason Takes Manhattan,5000000,14343976,14343976
4710,1989-08-09,Kickboxer,1500000,14533681,14533681
3532,1989-08-11,Henry V,9000000,10176701,10161099
1758,1989-09-06,Star Trek V: The Final Frontier,30000000,70200000,52210049
662,1989-09-08,The Abyss,70000000,54243125,54243125
2532,1989-09-15,Sea of Love,19000000,58571513,58571513
1765,1989-09-22,Black Rain,30000000,45892212,45892212
3856,1989-10-13,Halloween 5: The Revenge of Michael Myers,6000000,11642254,11642254
3843,1989-11-08,A Nightmare On Elm Street: The Dream Child,6000000,22168359,22168359
1744,1989-11-17,Harlem Nights,30000000,95857262,60857262
1285,1989-11-22,Back to the Future Part II,40000000,332000000,118450002
2595,1989-12-13,Glory,18000000,26593580,26593580
3677,1989-12-13,Driving Miss Daisy,7500000,106593296,106593296
2451,1989-12-15,We're No Angels,20000000,10555348,10555348
2963,1989-12-20,Born on the Fourth of July,14000000,70001698,70001698
5281,1989-12-20,Roger & Me,140000,6706368,6706368
933,1989-12-22,Tango & Cash,55000000,63408614,63408614
4699,1989-12-31,Out of the Dark,1600000,419428,419428
714,1990-01-06,Total Recall,65000000,261400000,119394839
3368,1990-01-19,Tremors,10000000,16667084,16667084
1711,1990-02-03,The Hunt for Red October,30000000,200500000,120709866
3675,1990-02-23,The Blood of Heroes,7700000,882290,882290
644,1990-03-07,Die Hard 2,70000000,239814025,117323878
3370,1990-03-08,Mo' Better Blues,10000000,16153000,16153000
5121,1990-03-08,Metropolitan,430000,2938000,2938000
2958,1990-03-23,Pretty Woman,14000000,432645872,178406268
3019,1990-03-30,Teenage Mutant Ninja Turtles,13500000,202000000,135265915
4352,1990-04-27,Spaced Invaders,3000000,15000000,15000000
1300,1990-05-24,Back to the Future Part III,40000000,244088654,88055283
1061,1990-06-15,Gremlins 2: The New Batch,50000000,41476097,41476097
1142,1990-06-15,Dick Tracy,47000000,162738726,103738726
796,1990-06-27,Days of Thunder,60000000,157670733,82670733
2338,1990-07-12,Edward Scissorhands,20000000,53976987,53976987
2231,1990-07-13,Ghost,22000000,517600000,217631306
1699,1990-07-18,Arachnophobia,31000000,53208180,53208180
2528,1990-09-11,Dances with Wolves,19000000,424200000,184208842
3053,1990-09-11,Child's Play 2,13000000,34166572,26904572
2046,1990-09-19,Goodfellas,25000000,46777347,46743809
3752,1990-09-28,Dark Angel,7000000,4372561,4372561
1974,1990-10-08,Flatliners,26000000,61308153,61308153
2399,1990-10-19,Quigley Down Under,20000000,21413105,21413105
4154,1990-10-19,Night of the Living Dead,4200000,5835247,5835247
1122,1990-11-07,The Adventures of Ford Fairlane,49000000,20423389,20423389
2787,1990-11-16,Home Alone,15000000,476684675,285761243
1571,1990-11-21,Predator 2,35000000,54768418,28317513
1970,1990-12-21,Kindergarten Cop,26000000,202000000,91457688
973,1990-12-25,The Godfather: Part III,54000000,66520529,66520529
5101,1990-12-31,Going Under,500000,0,0
3278,1991-01-01,Return to the Blue Lagoon,11000000,2000000,2000000
3642,1991-01-01,Showdown in Little Tokyo,8000000,2275557,2275557
5074,1991-01-01,Johnny Suede,500000,55000,55000
5111,1991-01-01,Straight out of Brooklyn,450000,2712293,2712293
1362,1991-01-03,The Doors,40000000,34416893,34416893
3576,1991-01-03,Haakon Haakonsen,8500000,15024232,15024232
5345,1991-01-07,The Last Waltz,35000,321952,321952
5363,1991-01-08,Slacker,23000,1227508,1227508
1599,1991-01-18,Flight of the Intruder,35000000,14471440,14471440
2973,1991-01-18,White Fang,14000000,34729091,34729091
327,1991-02-07,Terminator 2: Judgment Day,100000000,513815401,201858746
2314,1991-02-14,The Silence of the Lambs,20000000,275726716,130726716
2024,1991-03-22,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,78656813,78656813
2130,1991-05-17,Stone Cold,25000000,9286314,9286314
749,1991-05-24,Hudson Hawk,65000000,17218916,17218916
1938,1991-06-12,Star Trek VI: The Undiscovered Country,27000000,96900000,74888996
1005,1991-06-14,Robin Hood: Prince of Thieves,50000000,390500000,165493908
2198,1991-06-28,The Naked Gun 2½: The Smell of Fear,23000000,86930411,86930411
2357,1991-07-19,Bill & Ted's Bogus Journey,20000000,37537675,37537675
3750,1991-08-03,Nikita,7000000,5017971,5017971
2219,1991-08-23,Harley Davidson and the Marlboro Man,23000000,7018525,7018525
3882,1991-08-30,Beastmaster 2: Through the Portal of Time,6000000,773490,773490
2739,1991-09-08,Double Impact,16000000,29090445,29090445
3970,1991-09-13,Freddy's Dead: The Final Nightmare,5000000,34872033,34872033
2173,1991-09-20,The Fisher King,24000000,41798224,41798224
4480,1991-09-29,My Own Private Idaho,2500000,6401336,6401336
3742,1991-10-01,Warlock,7000000,8824553,8824553
3989,1991-10-23,House Party 2,5000000,19438638,19438638
3548,1991-10-25,Due occhi diabolici,9000000,349618,349618
643,1991-11-12,Hook,70000000,300854823,119654823
2307,1991-11-13,Beauty and the Beast,20000000,451329842,218951625
1524,1991-11-15,Cape Fear,35000000,182291969,79091969
1716,1991-11-22,The Addams Family,30000000,191502246,113502246
2716,1991-11-27,My Girl,16500000,58011485,58011485
2172,1991-12-07,Point Break,24000000,83531958,43218387
3802,1991-12-07,Boyz n the Hood,6500000,56200634,56190094
1315,1991-12-20,JFK,40000000,205400000,70405498
1732,1991-12-25,The Prince of Tides,30000000,74787599,74787599
3244,1991-12-27,Fried Green Tomatoes,11000000,81204830,81204830
3749,1992-01-05,Split Second,7000000,5430822,5430822
1251,1992-01-07,Boomerang,42000000,131052444,70052444
1289,1992-01-07,A League of Their Own,40000000,132440066,107533925
1265,1992-02-10,Hero,42000000,66787173,19487173
3316,1992-02-10,The Mighty Ducks,10000000,50752337,50752337
2315,1992-02-14,Wayne's World,20000000,183097323,121697323
1620,1992-02-21,Radio Flyer,35000000,4651977,4651977
1401,1992-02-28,Memoirs of an Invisible Man,40000000,14358033,14358033
3246,1992-03-13,My Cousin Vinny,11000000,52929168,52929168
3609,1992-03-13,Howards End,8000000,26199377,26124872
4049,1992-04-24,A Midnight Clear,5000000,1526697,1526697
1171,1992-05-06,Patriot Games,45000000,178100000,83287363
1513,1992-05-15,Lethal Weapon 3,35000000,319700000,144731527
938,1992-05-22,Alien 3,55000000,158500000,54927174
3334,1992-06-03,The Lawnmower Man,10000000,32100816,32100816
491,1992-06-18,Batman Returns,80000000,266824291,162833635
1346,1992-07-02,Medicine Man,40000000,44948240,44948240
2956,1992-07-08,Unforgiven,14400000,159157447,101157447
3259,1992-07-08,Raising Cain,11000000,21171695,21171695
934,1992-07-31,Death Becomes Her,55000000,149022650,58422650
3734,1992-07-31,Buffy the Vampire Slayer,7000000,14231669,14231669
4051,1992-09-21,Light Sleeper,5000000,1050861,1050861
1308,1992-09-25,The Last of the Mohicans,40000000,75505856,75505856
3103,1992-09-30,Glengarry Glen Ross,12500000,10725228,10725228
3615,1992-10-04,The Player,8000000,28876702,21706101
4802,1992-10-23,Reservoir Dogs,1200000,2832029,2832029
1881,1992-11-11,Aladdin,28000000,504050219,217350219
1643,1992-11-12,A Few Good Men,33000000,236500000,141340178
3153,1992-11-12,The Muppet Christmas Carol,12000000,27281507,27281507
1304,1992-11-13,Bram Stoker's Dracula,40000000,215862692,82522790
1543,1992-11-18,Malcolm X,35000000,48169910,48169910
2308,1992-11-20,Home Alone 2: Lost in New York,20000000,358994850,173585516
2014,1992-11-25,The Bodyguard,25000000,410900000,121945720
4163,1992-11-25,The Crying Game,4000000,62546695,62546695
1581,1992-12-25,Hoffa,35000000,28391473,23365858
4610,1993-01-01,Return of the Living Dead 3,2000000,21000,21000
4673,1993-01-01,Ed and his Dead Mother,1800000,673,673
2964,1993-01-10,Cool Runnings,14000000,155056263,68856263
4983,1993-01-10,Ruby in Paradise,800000,1001437,1001437
1674,1993-01-15,Alive,32000000,36299670,36299670
2856,1993-01-15,Nowhere to Run,15000000,52189039,22189039
3806,1993-02-04,The Adventures of Huck Finn,6500000,24103594,24103594
3268,1993-02-19,Army of Darkness,11000000,21502976,11502976
5383,1993-02-26,El Mariachi,7000,2041928,2040920
3188,1993-03-09,Fortress,12000000,46730578,6730578
2288,1993-03-19,Teenage Mutant Ninja Turtles III,21000000,42273609,42273609
1621,1993-04-16,Bound by Honor,35000000,4496583,4496583
2891,1993-04-23,The Dark Half,15000000,9579068,9579068
3050,1993-05-02,Loaded Weapon 1,13000000,27979399,27979399
2267,1993-05-11,RoboCop 3,22000000,10696210,10696210
2855,1993-05-11,The Remains of the Day,15000000,63954968,22954968
3085,1993-05-14,Excessive Force,13000000,1152117,1152117
4267,1993-05-26,Menace II Society,3500000,27731527,27731527
724,1993-05-28,Cliffhanger,65000000,255000000,84049211
1264,1993-05-28,Super Mario Bros.,42000000,20844907,20844907
1232,1993-06-08,The Fugitive,44000000,353715317,183875760
462,1993-06-18,Last Action Hero,85000000,137298489,50016394
1246,1993-06-30,The Firm,42000000,270340892,158340892
3614,1993-07-05,Much Ado About Nothing,8000000,22549338,22549338
1904,1993-07-16,Hocus Pocus,28000000,39360491,39360491
2325,1993-07-16,Free Willy,20000000,153698625,77698625
2977,1993-07-23,Poetic Justice,14000000,27450453,27450453
2124,1993-08-10,Gettysburg,25000000,10731997,10731997
4351,1993-08-13,Jason Goes to Hell: The Final Friday,3000000,15935068,15935068
3874,1993-08-27,Only the Strong,6000000,3273588,3273588
2824,1993-09-06,What's Love Got to Do With It,15000000,39100956,39100956
1636,1993-09-17,The Age of Innocence,34000000,32014993,32014993
3790,1993-09-24,Dazed and Confused,6900000,7950889,7950889
4380,1993-09-24,Warlock: The Armageddon,3000000,3902679,3902679
3101,1993-10-09,True Romance,12500000,12309980,12281000
758,1993-11-06,Jurassic Park,63000000,1038812584,395708305
2007,1993-11-24,Mrs. Doubtfire,25000000,441286003,219195051
2553,1993-11-24,The Nutcracker,19000000,2119994,2119994
2951,1993-12-02,Groundhog Day,14600000,70906973,70906973
4401,1993-12-02,Braindead,3000000,242623,242623
3712,1993-12-11,The Piano,7000000,40157856,40157856
2015,1993-12-15,Schindler's List,25000000,321365567,96067179
1166,1993-12-17,The Pelican Brief,45000000,187995859,100768056
1972,1993-12-22,Philadelphia,26000000,201324422,77324422
2034,1993-12-25,Tombstone,25000000,56505065,56505065
3270,1993-12-25,What's Eating Gilbert Grape,11000000,9170214,9170214
2250,1993-12-29,Shadowlands,22000000,25842377,25842377
1102,1994-01-07,Baby's Day Out,50000000,16581575,16581575
1369,1994-01-07,The Shadow,40000000,31835600,31835600
1067,1994-02-18,On Deadly Ground,50000000,38590458,38590458
3363,1994-02-25,Sugar Hill,10000000,18423914,18272447
1385,1994-03-06,Renaissance Man,40000000,24172899,24172899
762,1994-03-08,Clear and Present Danger,62000000,207500000,122012656
1760,1994-03-18,Naked Gun 33 1/3: The Final Insult,30000000,51041856,51041856
3130,1994-04-02,Ace Ventura: Pet Detective,12000000,107217396,72217396
3419,1994-04-02,Romeo Is Bleeding,10000000,3275585,3275585
1209,1994-04-11,Frankenstein,45000000,112006296,22006296
3071,1994-04-13,Serial Mom,13000000,7881335,7881335
3630,1994-04-22,The Inkwell,8000000,8864699,8864699
3538,1994-04-29,PCU,9000000,4333569,4333569
2991,1994-05-13,Crooklyn,14000000,13024170,13024170
1060,1994-05-25,Beverly Hills Cop III,50000000,119180938,42586861
1162,1994-05-27,The Flintstones,45000000,358500000,130531208
2446,1994-06-05,3 Ninjas Kick Back,20000000,11744960,11744960
906,1994-06-07,Forrest Gump,55000000,679850637,330151138
557,1994-06-15,The Lion King,79300000,987480140,422780140
658,1994-06-17,Wolf,70000000,131011757,65011757
761,1994-06-24,Wyatt Earp,63000000,25052000,25052000
1186,1994-07-10,The Specialist,45000000,57362581,57362581
333,1994-07-15,True Lies,100000000,365300000,146282411
1169,1994-07-20,The Client,45000000,117615211,92115211
2566,1994-07-29,The Mask,18000000,351620129,119920129
3462,1994-08-26,Police Academy 7: Mission to Moscow,10000000,126247,126247
4729,1994-08-31,Killing Zoe,1500000,418953,418953
4114,1994-09-03,Four Weddings and a Funeral,4500000,242895809,52700832
924,1994-09-12,Disclosure,55000000,212200000,83015089
1902,1994-09-16,Timecop,28000000,102053581,44853581
2079,1994-09-23,The Shawshank Redemption,25000000,28307092,28241469
4718,1994-09-23,Exotica,1500000,5046118,5046118
1195,1994-09-30,The River Wild,45000000,94215000,46815000
2626,1994-09-30,Ed Wood,18000000,5828466,5828466
1710,1994-10-06,Speed,30000000,283200000,121248145
3596,1994-10-14,Pulp Fiction,8000000,212928762,107928762
3618,1994-10-14,Wes Craven's New Nightmare,8000000,18090181,18090181
5010,1994-10-14,Hoop Dreams,700000,11768371,7768371
5353,1994-10-19,Clerks,27000,3894240,3073428
2437,1994-10-21,Bullets Over Broadway,20000000,13383747,13383747
928,1994-10-28,Stargate,55000000,196565669,71565669
1422,1994-11-03,The Hudsucker Proxy,40000000,14938149,2816518
2503,1994-11-09,Rapa Nui,20000000,305070,305070
1017,1994-11-11,Interview with the Vampire: The Vampire Chronicles,50000000,223564608,105264608
2233,1994-11-11,The Santa Clause,22000000,189800000,144833357
4043,1994-11-16,Heavenly Creatures,5000000,5438120,3046086
1448,1994-11-18,Star Trek: Generations,38000000,120000000,75671262
2746,1994-11-18,Léon,16000000,45284974,19284974
3343,1994-11-23,A Low Down Dirty Shame,10000000,29317886,29317886
2725,1994-12-16,Dumb & Dumber,16000000,246400000,127175374
1355,1994-12-21,Ri¢hie Ri¢h,40000000,38087756,38087756
2813,1994-12-21,Little Women,15000000,50003303,50003303
1561,1994-12-23,Street Fighter,35000000,99423000,33423000
1734,1994-12-23,Legends of the Fall,30000000,160502573,66502573
1942,1994-12-25,The Jungle Book,27000000,44342956,44342956
3297,1994-12-31,There Goes My Baby,10500000,125169,125169
2138,1995-01-03,Tank Girl,25000000,4064333,4064333
3017,1995-01-07,Clueless,13700000,56598476,56598476
2927,1995-01-12,Things to Do in Denver when You're Dead,15000000,529766,529766
